motif_id,term,n_mentions,category,biome_hint
j66,нарты,1,artefact,Tundra/Boreal — sledge pl
j66,маниока,1,artefact,Trop. Moist — manioc
j67,лук,1,artefact,"generic, ambiguous (also = onion)"
j67,стрела,1,artefact,generic
j7,пирога,1,artefact,Trop. — pirogue
j7,южный,2,direction,Southern
j7,пироги,1,artefact,Trop.
j7,лук,2,artefact,"generic, ambiguous (also = onion)"
j7,карелия,1,region,Boreal
j9,маниока,1,artefact,Trop. Moist — manioc
j9,лук,4,artefact,"generic, ambiguous (also = onion)"
j9,ямс,1,artefact,Trop. Moist — yam
k100,пирога,1,artefact,Trop. — pirogue
k100,северная,1,direction,Northern
k100,лук,2,artefact,"generic, ambiguous (also = onion)"
k100b,южный,1,direction,Southern
k100c,стрела,1,artefact,generic
k100d,южный,2,direction,Southern
k100e,лук,2,artefact,"generic, ambiguous (also = onion)"
k100f,лук,1,artefact,"generic, ambiguous (also = onion)"
k100f1,северный,1,direction,Northern
k100f1,карелия,1,region,Boreal
k100f1,стрела,3,artefact,generic
k100f1,северная,1,direction,Northern
k100g,пирога,1,artefact,Trop. — pirogue
k100g,северная,2,direction,Northern
k100g,южный,1,direction,Southern
k101a,африки,1,region,Trop. Savanna/Moist
k101b,стрела,1,artefact,generic
k101b,северный,2,direction,Northern
k102,южный,1,direction,Southern
k102,лук,6,artefact,"generic, ambiguous (also = onion)"
k102,карелия,1,region,Boreal
k102,пироги,1,artefact,Trop.
k102,стрела,2,artefact,generic
k102,нарты,1,artefact,Tundra/Boreal — sledge pl
k102,полярная,1,climate,Arctic
k102a2,пироги,1,artefact,Trop.
k102a2,стрела,4,artefact,generic
k102a2,нарты,1,artefact,Tundra/Boreal — sledge pl
k102a2,лук,6,artefact,"generic, ambiguous (also = onion)"
k102b,пироги,1,artefact,Trop.
k103,пироги,2,artefact,Trop.
k103,стрела,1,artefact,generic
k103,ямса,1,artefact,Trop. Moist
k103,ямс,1,artefact,Trop. Moist — yam
k106,лук,4,artefact,"generic, ambiguous (also = onion)"
k106,стрела,6,artefact,generic
k107,северный,2,direction,Northern
k107,южный,2,direction,Southern
k107,лук,2,artefact,"generic, ambiguous (also = onion)"
k107,сахара,2,region,Desert
k107,северная,1,direction,Northern
k107,полярный,1,climate,Arctic
k107a,северного,1,direction,Northern
k107a,стрела,1,artefact,generic
k107b,северного,1,direction,Northern
k107b,южный,2,direction,Southern
k107b,амур,1,river,Boreal
k107b,полярный,1,climate,Arctic
k107b,северный,1,direction,Northern
k107c,сибирь,1,region,Tundra/Boreal
k107c,лук,2,artefact,"generic, ambiguous (also = onion)"
k108,северный,1,direction,Northern
k109,гарпун,1,artefact,Arctic/coastal — harpoon
k10a,маниока,2,artefact,Trop. Moist — manioc
k10c,лук,2,artefact,"generic, ambiguous (also = onion)"
k10c,стрела,1,artefact,generic
k10e,аляски,1,region,Tundra/Boreal
k10f,лук,1,artefact,"generic, ambiguous (also = onion)"
k10g,лук,1,artefact,"generic, ambiguous (also = onion)"
k10h,ямс,1,artefact,Trop. Moist — yam
k10i,стрела,1,artefact,generic
k110,нарты,3,artefact,Tundra/Boreal — sledge pl
k112,лук,1,artefact,"generic, ambiguous (also = onion)"
k113,стрела,33,artefact,generic
k113,карелия,1,region,Boreal
k113,лук,1,artefact,"generic, ambiguous (also = onion)"
k113a,стрела,39,artefact,generic
k113a,лук,2,artefact,"generic, ambiguous (also = onion)"
k113a,карелия,1,region,Boreal
k114,лук,1,artefact,"generic, ambiguous (also = onion)"
k117,карелия,2,region,Boreal
k117,сибирь,1,region,Tundra/Boreal
k117a,северная,1,direction,Northern
k117a,лук,1,artefact,"generic, ambiguous (also = onion)"
k117a,кавказ,1,mountain,Mediterranean/Mountain
k117b,карелия,1,region,Boreal
k117c,стрела,1,artefact,generic
k117c,лук,2,artefact,"generic, ambiguous (also = onion)"
k118,южный,1,direction,Southern
k118,лук,2,artefact,"generic, ambiguous (also = onion)"
k118,пироги,2,artefact,Trop.
k118,нила,1,river,Desert/Trop. Savanna
k119,нарте,2,artefact,Tundra/Boreal
k119,стрела,2,artefact,generic
k119,нарты,1,artefact,Tundra/Boreal — sledge pl
k119,аляски,1,region,Tundra/Boreal
k119a,ямса,1,artefact,Trop. Moist
k119a,ямс,1,artefact,Trop. Moist — yam
k119a,нил,1,river,Desert/Trop. Savanna
k11a,северного,1,direction,Northern
k11a,лук,2,artefact,"generic, ambiguous (also = onion)"
k12,северного,1,direction,Northern
k12,пироги,1,artefact,Trop.
k12,южный,1,direction,Southern
k12,стрела,14,artefact,generic
k12,лук,34,artefact,"generic, ambiguous (also = onion)"
k12,нарта,6,artefact,Tundra/Boreal — sledge
k12,сахара,1,region,Desert
k12,алтай,1,mountain,Mountain/Steppe
k12,нарте,1,artefact,Tundra/Boreal
k12,гарпун,1,artefact,Arctic/coastal — harpoon
k12,аляски,1,region,Tundra/Boreal
k12,маниока,1,artefact,Trop. Moist — manioc
k12,ямс,1,artefact,Trop. Moist — yam
k12,ямса,1,artefact,Trop. Moist
k120,карелия,1,region,Boreal
k120a1,карелия,1,region,Boreal
k120a3,северный,1,direction,Northern
k120a3,сахара,2,region,Desert
k120a4,замбези,1,river,Trop. Savanna
k120a4,северный,1,direction,Northern
k120a4,лук,2,artefact,"generic, ambiguous (also = onion)"
k121,лук,4,artefact,"generic, ambiguous (also = onion)"
k121,стрела,1,artefact,generic
k121,нарта,2,artefact,Tundra/Boreal — sledge
k123,нил,1,river,Desert/Trop. Savanna
k123,стрела,2,artefact,generic
k123,пирога,1,artefact,Trop. — pirogue
k123,северная,1,direction,Northern
k123,лук,1,artefact,"generic, ambiguous (also = onion)"
k123a,нил,1,river,Desert/Trop. Savanna
k123a,стрела,3,artefact,generic
k123a,нарты,2,artefact,Tundra/Boreal — sledge pl
k123a,северная,1,direction,Northern
k124,нарта,4,artefact,Tundra/Boreal — sledge
k125,лук,2,artefact,"generic, ambiguous (also = onion)"
k125,нарте,1,artefact,Tundra/Boreal
k125,нарты,2,artefact,Tundra/Boreal — sledge pl
k125,нарта,1,artefact,Tundra/Boreal — sledge
k126,гарпун,1,artefact,Arctic/coastal — harpoon
k127,нил,1,river,Desert/Trop. Savanna
k127,пирога,1,artefact,Trop. — pirogue
k127,европы,1,continent,?
k127a,пирога,1,artefact,Trop. — pirogue
k128,пироги,1,artefact,Trop.
k128,лук,1,artefact,"generic, ambiguous (also = onion)"
k128,стрела,2,artefact,generic
k128,нарта,4,artefact,Tundra/Boreal — sledge
k128,лена,1,river,Boreal/Tundra
k129,азии,1,continent,?
k129,нарты,2,artefact,Tundra/Boreal — sledge pl
k129,стрела,1,artefact,generic
k129,пироги,1,artefact,Trop.
k12a,лук,32,artefact,"generic, ambiguous (also = onion)"
k12a,нарта,2,artefact,Tundra/Boreal — sledge
k12a,стрела,1,artefact,generic
k130,азии,1,continent,?
k130,пироги,1,artefact,Trop.
k130a,азии,1,continent,?
k130a,пироги,1,artefact,Trop.
k131,южный,2,direction,Southern
k131,лук,5,artefact,"generic, ambiguous (also = onion)"
k131,северный,3,direction,Northern
k131,карелия,1,region,Boreal
k131b,карелия,1,region,Boreal
k132,пироги,4,artefact,Trop.
k134,африки,1,region,Trop. Savanna/Moist
k134,карелия,1,region,Boreal
k135,северный,1,direction,Northern
k135,нарты,5,artefact,Tundra/Boreal — sledge pl
k135,лук,3,artefact,"generic, ambiguous (also = onion)"
k135,стрела,1,artefact,generic
k136a,лук,1,artefact,"generic, ambiguous (also = onion)"
k137,стрела,7,artefact,generic
k137,лук,3,artefact,"generic, ambiguous (also = onion)"
k139,лук,1,artefact,"generic, ambiguous (also = onion)"
k13a,полярная,2,climate,Arctic
k13a,лук,1,artefact,"generic, ambiguous (also = onion)"
k13a,гарпуном,3,artefact,Arctic/coastal
k13a,маниока,1,artefact,Trop. Moist — manioc
k13a,стрела,1,artefact,generic
k13a,южный,1,direction,Southern
k13b,стрела,1,artefact,generic
k13b,гарпуном,1,artefact,Arctic/coastal
k13d,южный,1,direction,Southern
k14,карелия,1,region,Boreal
k140,лук,1,artefact,"generic, ambiguous (also = onion)"
k141,стрела,1,artefact,generic
k141,нарта,1,artefact,Tundra/Boreal — sledge
k141,нарты,1,artefact,Tundra/Boreal — sledge pl
k141,лук,1,artefact,"generic, ambiguous (also = onion)"
k143,северный,1,direction,Northern
k143,южный,1,direction,Southern
k144,средиземноморье,1,region,Mediterranean
k146,лук,2,artefact,"generic, ambiguous (also = onion)"
k147,нарты,1,artefact,Tundra/Boreal — sledge pl
k148,нарта,1,artefact,Tundra/Boreal — sledge
k148,лук,2,artefact,"generic, ambiguous (also = onion)"
k148,алтай,1,mountain,Mountain/Steppe
k149,северного,1,direction,Northern
k14a,стрела,1,artefact,generic
k14c,карелия,1,region,Boreal
k150,карелия,1,region,Boreal
k157,нарта,1,artefact,Tundra/Boreal — sledge
k157,лук,2,artefact,"generic, ambiguous (also = onion)"
k157,сахара,1,region,Desert
k158,карелия,1,region,Boreal
k159,лук,6,artefact,"generic, ambiguous (also = onion)"
k159,алтай,1,mountain,Mountain/Steppe
k15a,стрела,1,artefact,generic
k15a,нарты,1,artefact,Tundra/Boreal — sledge pl
k15a,лук,2,artefact,"generic, ambiguous (also = onion)"
k15b,нарты,1,artefact,Tundra/Boreal — sledge pl
k15b,лук,1,artefact,"generic, ambiguous (also = onion)"
k15b,северный,1,direction,Northern
k16,аляски,1,region,Tundra/Boreal
k16,лук,1,artefact,"generic, ambiguous (also = onion)"
k16,южный,1,direction,Southern
k16,ямс,1,artefact,Trop. Moist — yam
k16,ямса,1,artefact,Trop. Moist
k16,маниока,1,artefact,Trop. Moist — manioc
k160,карелия,1,region,Boreal
k161,пироги,1,artefact,Trop.
k161,южный,2,direction,Southern
k161,северный,1,direction,Northern
k161,лук,1,artefact,"generic, ambiguous (also = onion)"
k161,нарта,4,artefact,Tundra/Boreal — sledge
k161,лена,1,river,Boreal/Tundra
k162,сибири,2,region,Tundra/Boreal
k165,северный,2,direction,Northern
k17,сибирь,1,region,Tundra/Boreal
k17,амур,1,river,Boreal
k17,аляски,1,region,Tundra/Boreal
k17,маис,1,artefact,Trop./Temp. — maize
k17,стрела,1,artefact,generic
k17,лук,1,artefact,"generic, ambiguous (also = onion)"
k18,сибирская,1,region,Tundra/Boreal
k18,стрела,2,artefact,generic
k18,лук,15,artefact,"generic, ambiguous (also = onion)"
k18a,лук,7,artefact,"generic, ambiguous (also = onion)"
k18d,карелия,1,region,Boreal
k18d,нарты,1,artefact,Tundra/Boreal — sledge pl
k18d,южный,1,direction,Southern
k18d,сибирская,1,region,Tundra/Boreal
k19a,маниока,2,artefact,Trop. Moist — manioc
k19a,ямс,8,artefact,Trop. Moist — yam
k19b,лук,9,artefact,"generic, ambiguous (also = onion)"
k19b,полярная,2,climate,Arctic
k19b,южный,1,direction,Southern
k19b,ямс,3,artefact,Trop. Moist — yam
k19b,маниока,1,artefact,Trop. Moist — manioc
k19c,ямс,7,artefact,Trop. Moist — yam
k19c,маниока,1,artefact,Trop. Moist — manioc
k19f,ямс,1,artefact,Trop. Moist — yam
k1c,аляски,1,region,Tundra/Boreal
k1d,гарпун,2,artefact,Arctic/coastal — harpoon
k1d,лук,2,artefact,"generic, ambiguous (also = onion)"
k1e,южный,1,direction,Southern
k1e,карелия,1,region,Boreal
k1e,гарпун,5,artefact,Arctic/coastal — harpoon
k1e,лук,2,artefact,"generic, ambiguous (also = onion)"
k1f,стрела,2,artefact,generic
k1f,северный,1,direction,Northern
k1f,аляски,1,region,Tundra/Boreal
k1f,лук,2,artefact,"generic, ambiguous (also = onion)"
k1h,стрела,1,artefact,generic
k1h,южный,4,direction,Southern
k1h,гарпун,1,artefact,Arctic/coastal — harpoon
k1i,лук,3,artefact,"generic, ambiguous (also = onion)"
k1j,стрела,1,artefact,generic
k2,южный,1,direction,Southern
k2,стрела,1,artefact,generic
k2,лук,3,artefact,"generic, ambiguous (also = onion)"
k2,аляски,1,region,Tundra/Boreal
k20,лук,1,artefact,"generic, ambiguous (also = onion)"
k21,лук,1,artefact,"generic, ambiguous (also = onion)"
k21,полярная,2,climate,Arctic
k22,нила,1,river,Desert/Trop. Savanna
k22,нарты,2,artefact,Tundra/Boreal — sledge pl
k22,лук,2,artefact,"generic, ambiguous (also = onion)"
k22,гренландии,1,region,Tundra
k22,северная,1,direction,Northern
k22,южный,1,direction,Southern
k22aa,лук,1,artefact,"generic, ambiguous (also = onion)"
k22b,стрела,1,artefact,generic
k22c,лук,2,artefact,"generic, ambiguous (also = onion)"
k23a,лук,1,artefact,"generic, ambiguous (also = onion)"
k24,стрела,7,artefact,generic
k24,ямса,3,artefact,Trop. Moist
k24,ямс,2,artefact,Trop. Moist — yam
k24,северный,3,direction,Northern
k24,лук,9,artefact,"generic, ambiguous (also = onion)"
k24,южный,2,direction,Southern
k24,пирога,2,artefact,Trop. — pirogue
k24,пироги,2,artefact,Trop.
k24,кавказа,1,mountain,Mediterranean/Mountain
k24,якутии,2,region,Boreal/Tundra
k24,аляски,1,region,Tundra/Boreal
k24,гарпун,1,artefact,Arctic/coastal — harpoon
k24a,стрела,2,artefact,generic
k24b,гималаев,1,mountain,Mountain
k24b,стрела,1,artefact,generic
k25,замбези,1,river,Trop. Savanna
k25,северная,1,direction,Northern
k25,гарпуном,2,artefact,Arctic/coastal
k25,гарпун,11,artefact,Arctic/coastal — harpoon
k25,гарпуна,1,artefact,Arctic/coastal
k25,лук,25,artefact,"generic, ambiguous (also = onion)"
k25,стрела,45,artefact,generic
k25,ямс,16,artefact,Trop. Moist — yam
k25,ямса,7,artefact,Trop. Moist
k25,северный,4,direction,Northern
k25,гималаев,1,mountain,Mountain
k25,южный,2,direction,Southern
k25,пирога,1,artefact,Trop. — pirogue
k25,карелия,1,region,Boreal
k25,нарта,2,artefact,Tundra/Boreal — sledge
k25,нарты,2,artefact,Tundra/Boreal — sledge pl
k25,якутии,3,region,Boreal/Tundra
k25,амура,1,river,Boreal
k25,нарте,1,artefact,Tundra/Boreal
k25,полярная,1,climate,Arctic
k25,маниока,7,artefact,Trop. Moist — manioc
k25a1,ямса,2,artefact,Trop. Moist
k25a1,ямс,2,artefact,Trop. Moist — yam
k25a1,северный,3,direction,Northern
k25a1,гималаев,1,mountain,Mountain
k25a1,южный,2,direction,Southern
k25a1,стрела,1,artefact,generic
k25a1,нарте,1,artefact,Tundra/Boreal
k25a2,пироги,2,artefact,Trop.
k25a5,якутии,2,region,Boreal/Tundra
k25a5,лук,1,artefact,"generic, ambiguous (also = onion)"
k25a5,стрела,1,artefact,generic
k25b,стрела,1,artefact,generic
k25b,лук,4,artefact,"generic, ambiguous (also = onion)"
k25c,лук,1,artefact,"generic, ambiguous (also = onion)"
k25d,лук,8,artefact,"generic, ambiguous (also = onion)"
k25d,полярная,2,climate,Arctic
k26,стрела,3,artefact,generic
k26,северная,1,direction,Northern
k26,аляски,1,region,Tundra/Boreal
k26,лук,4,artefact,"generic, ambiguous (also = onion)"
k27c,лук,1,artefact,"generic, ambiguous (also = onion)"
k27d,лук,2,artefact,"generic, ambiguous (also = onion)"
k27e,маниока,1,artefact,Trop. Moist — manioc
k27e,стрела,2,artefact,generic
k27e,лук,3,artefact,"generic, ambiguous (also = onion)"
k27e,южный,2,direction,Southern
k27e,пирога,1,artefact,Trop. — pirogue
k27e,нарты,3,artefact,Tundra/Boreal — sledge pl
k27f,стрела,3,artefact,generic
k27f,лук,1,artefact,"generic, ambiguous (also = onion)"
k27f1,пирога,1,artefact,Trop. — pirogue
k27g,америки,1,continent,?
k27g,стрела,1,artefact,generic
k27hh,стрела,4,artefact,generic
k27hh,северный,1,direction,Northern
k27hh,пироги,1,artefact,Trop.
k27hh,карелия,1,region,Boreal
k27hh,амура,1,river,Boreal
k27k,аляски,1,region,Tundra/Boreal
k27k,северного,2,direction,Northern
k27l1,нарты,2,artefact,Tundra/Boreal — sledge pl
k27l1,нарте,1,artefact,Tundra/Boreal
k27l1,нарта,1,artefact,Tundra/Boreal — sledge
k27n,замбези,1,river,Trop. Savanna
k27n,лук,3,artefact,"generic, ambiguous (also = onion)"
k27n,северный,1,direction,Northern
k27n,амура,1,river,Boreal
k27n,стрела,1,artefact,generic
k27n1,лук,11,artefact,"generic, ambiguous (also = onion)"
k27n1,гарпуном,1,artefact,Arctic/coastal
k27n1,стрела,7,artefact,generic
k27n1,аляски,1,region,Tundra/Boreal
k27n3a,замбези,1,river,Trop. Savanna
k27n3a,лук,2,artefact,"generic, ambiguous (also = onion)"
k27n3b,северный,2,direction,Northern
k27n3b,стрела,1,artefact,generic
k27n3c,стрела,1,artefact,generic
k27nn,америки,1,continent,?
k27nn,стрела,2,artefact,generic
k27nn,лук,3,artefact,"generic, ambiguous (also = onion)"
k27o,якутии,1,region,Boreal/Tundra
k27o,стрела,2,artefact,generic
k27o,лук,2,artefact,"generic, ambiguous (also = onion)"
k27p1,пироги,2,artefact,Trop.
k27p1,лук,4,artefact,"generic, ambiguous (also = onion)"
k27p1,гарпун,1,artefact,Arctic/coastal — harpoon
k27q,лук,2,artefact,"generic, ambiguous (also = onion)"
k27r,стрела,6,artefact,generic
k27r,лук,1,artefact,"generic, ambiguous (also = onion)"
k27r,алтай,1,mountain,Mountain/Steppe
k27r1,стрела,1,artefact,generic
k27s,стрела,9,artefact,generic
k27s,лук,5,artefact,"generic, ambiguous (also = onion)"
k27s,северное,1,direction,Northern
k27ss,стрела,14,artefact,generic
k27ss,лук,5,artefact,"generic, ambiguous (also = onion)"
k27t,северный,1,direction,Northern
k27t,аляски,1,region,Tundra/Boreal
k27t,северного,2,direction,Northern
k27u,стрела,3,artefact,generic
k27u,лук,1,artefact,"generic, ambiguous (also = onion)"
k27v,стрела,5,artefact,generic
k27v1,лук,1,artefact,"generic, ambiguous (also = onion)"
k27v1,стрела,7,artefact,generic
k27v3,лук,6,artefact,"generic, ambiguous (also = onion)"
k27v3,стрела,10,artefact,generic
k27w,гарпуном,1,artefact,Arctic/coastal
k27w,стрела,2,artefact,generic
k27w,лук,1,artefact,"generic, ambiguous (also = onion)"
k27x,аляски,1,region,Tundra/Boreal
k27x2,стрела,1,artefact,generic
k27x3,стрела,11,artefact,generic
k27x3,северный,1,direction,Northern
k27x3,лук,4,artefact,"generic, ambiguous (also = onion)"
k27x3,гарпуном,1,artefact,Arctic/coastal
k27x3,якутии,1,region,Boreal/Tundra
k27x4,стрела,1,artefact,generic
k27y,лук,8,artefact,"generic, ambiguous (also = onion)"
k27y,стрела,2,artefact,generic
k27y1,гарпун,1,artefact,Arctic/coastal — harpoon
k27y1,лук,2,artefact,"generic, ambiguous (also = onion)"
k27y1,стрела,1,artefact,generic
k27z,северный,2,direction,Northern
k27z,стрела,1,artefact,generic
k27z,северного,1,direction,Northern
k27z,лук,1,artefact,"generic, ambiguous (also = onion)"
k27z1,альпы,1,mountain,Mediterranean
k27z1,южный,1,direction,Southern
k27z1,лук,1,artefact,"generic, ambiguous (also = onion)"
k27z1,стрела,1,artefact,generic
k27z2b,сахара,2,region,Desert
k27z2b,лук,1,artefact,"generic, ambiguous (also = onion)"
k27z5,лук,2,artefact,"generic, ambiguous (also = onion)"
k27z7,нарта,2,artefact,Tundra/Boreal — sledge
k27z7,лук,1,artefact,"generic, ambiguous (also = onion)"
k27z8,сибирь,1,region,Tundra/Boreal
k27zz,лук,1,artefact,"generic, ambiguous (also = onion)"
k27zz,северная,1,direction,Northern
k27zz1,лук,1,artefact,"generic, ambiguous (also = onion)"
k27zz2,лук,1,artefact,"generic, ambiguous (also = onion)"
k28,европы,1,continent,?
k28,северного,1,direction,Northern
k28,лук,4,artefact,"generic, ambiguous (also = onion)"
k28,стрела,6,artefact,generic
k28,нила,1,river,Desert/Trop. Savanna
k28,якутии,1,region,Boreal/Tundra
k28,аляски,1,region,Tundra/Boreal
k29a,пироги,2,artefact,Trop.
k29a,пирога,1,artefact,Trop. — pirogue
k29a,лук,7,artefact,"generic, ambiguous (also = onion)"
k29a,стрела,7,artefact,generic
k29a,северная,1,direction,Northern
k29a,северное,2,direction,Northern
k29a,северного,4,direction,Northern
k29a,южное,1,direction,Southern
k29a,гарпун,1,artefact,Arctic/coastal — harpoon
k29a,аляски,1,region,Tundra/Boreal
k29a,ямс,1,artefact,Trop. Moist — yam
k29a,ямса,1,artefact,Trop. Moist
k29b,ямс,5,artefact,Trop. Moist — yam
k29d,нил,1,river,Desert/Trop. Savanna
k29d,стрела,1,artefact,generic
k2a,северного,1,direction,Northern
k2a,стрела,5,artefact,generic
k2a,лук,3,artefact,"generic, ambiguous (also = onion)"
k2a,карелия,1,region,Boreal
k2a,северный,1,direction,Northern
k2a,сибирь,1,region,Tundra/Boreal
k30,северный,1,direction,Northern
k30,стрела,3,artefact,generic
k30,нарте,1,artefact,Tundra/Boreal
k30,аляски,1,region,Tundra/Boreal
k30,маниока,1,artefact,Trop. Moist — manioc
k30a,ямс,1,artefact,Trop. Moist — yam
k30a,ямса,1,artefact,Trop. Moist
k31,гарпун,2,artefact,Arctic/coastal — harpoon
k31,лук,1,artefact,"generic, ambiguous (also = onion)"
k32,аляски,2,region,Tundra/Boreal
k32,лук,6,artefact,"generic, ambiguous (also = onion)"
k32,замбези,1,river,Trop. Savanna
k32,ямс,2,artefact,Trop. Moist — yam
k32,карелия,1,region,Boreal
k32,сибирь,1,region,Tundra/Boreal
k32,стрела,6,artefact,generic
k32,якутии,1,region,Boreal/Tundra
k32,нарте,2,artefact,Tundra/Boreal
k32,гарпуном,1,artefact,Arctic/coastal
k32,ямса,1,artefact,Trop. Moist
k32,маниока,2,artefact,Trop. Moist — manioc
k32a,стрела,3,artefact,generic
k32a,якутии,1,region,Boreal/Tundra
k32a,нарте,2,artefact,Tundra/Boreal
k32a,аляски,1,region,Tundra/Boreal
k32b1,гарпуном,1,artefact,Arctic/coastal
k32d,лук,2,artefact,"generic, ambiguous (also = onion)"
k32d,стрела,1,artefact,generic
k32d,сибирь,1,region,Tundra/Boreal
k32e,стрела,2,artefact,generic
k32f,ямс,1,artefact,Trop. Moist — yam
k32g,африки,1,region,Trop. Savanna/Moist
k32g,южный,2,direction,Southern
k32g,стрела,4,artefact,generic
k32g,лук,12,artefact,"generic, ambiguous (also = onion)"
k32g,алтай,2,mountain,Mountain/Steppe
k32g,алтая,1,mountain,Mountain/Steppe
k32g,северная,1,direction,Northern
k32g,нарты,1,artefact,Tundra/Boreal — sledge pl
k32g,якутии,1,region,Boreal/Tundra
k32g,нарте,1,artefact,Tundra/Boreal
k32g1,лук,2,artefact,"generic, ambiguous (also = onion)"
k32g1,алтай,2,mountain,Mountain/Steppe
k32g1,алтая,1,mountain,Mountain/Steppe
k32g1,стрела,2,artefact,generic
k32g1,якутии,1,region,Boreal/Tundra
k32i,северный,1,direction,Northern
k32i,карелия,1,region,Boreal
k33,лук,1,artefact,"generic, ambiguous (also = onion)"
k33,ямс,2,artefact,Trop. Moist — yam
k33,стрела,1,artefact,generic
k33a,пироги,1,artefact,Trop.
k33a1,ямс,2,artefact,Trop. Moist — yam
k33b,маис,2,artefact,Trop./Temp. — maize
k33b,маниока,1,artefact,Trop. Moist — manioc
k33c,скандинавии,1,region,Boreal
k33d,нила,1,river,Desert/Trop. Savanna
k33d,пироги,1,artefact,Trop.
k33d,южный,1,direction,Southern
k33d1,карелия,1,region,Boreal
k33e,лук,2,artefact,"generic, ambiguous (also = onion)"
k33f,нила,1,river,Desert/Trop. Savanna
k33g,карелия,1,region,Boreal
k33h,нила,1,river,Desert/Trop. Savanna
k33h,южный,2,direction,Southern
k33h,лук,1,artefact,"generic, ambiguous (also = onion)"
k34,ямс,2,artefact,Trop. Moist — yam
k34,стрела,1,artefact,generic
k35,лук,5,artefact,"generic, ambiguous (also = onion)"
k35,стрела,4,artefact,generic
k35,маис,1,artefact,Trop./Temp. — maize
k35a,нил,1,river,Desert/Trop. Savanna
k35a,нила,1,river,Desert/Trop. Savanna
k35a,южный,1,direction,Southern
k35a,стрела,5,artefact,generic
k35a,карелия,2,region,Boreal
k35a,нарта,4,artefact,Tundra/Boreal — sledge
k35a,алтай,1,mountain,Mountain/Steppe
k35a1,лук,1,artefact,"generic, ambiguous (also = onion)"
k35a2,лук,2,artefact,"generic, ambiguous (also = onion)"
k35a3,лук,2,artefact,"generic, ambiguous (also = onion)"
k35a3,стрела,3,artefact,generic
k35a4,южный,1,direction,Southern
k35b,лук,1,artefact,"generic, ambiguous (also = onion)"
k35b,алтай,1,mountain,Mountain/Steppe
k35b,стрела,1,artefact,generic
k35c,лук,1,artefact,"generic, ambiguous (also = onion)"
k36,амур,1,river,Boreal
k36,стрела,3,artefact,generic
k36,нарта,2,artefact,Tundra/Boreal — sledge
k37,лук,2,artefact,"generic, ambiguous (also = onion)"
k37,стрела,6,artefact,generic
k37,южный,1,direction,Southern
k37,гималаев,1,mountain,Mountain
k37,пирога,2,artefact,Trop. — pirogue
k37,северная,1,direction,Northern
k37,пироги,2,artefact,Trop.
k37a,северный,1,direction,Northern
k37a,северная,1,direction,Northern
k37d,ямса,1,artefact,Trop. Moist
k37d,ямс,1,artefact,Trop. Moist — yam
k37d,северный,1,direction,Northern
k38,южный,3,direction,Southern
k38,лук,6,artefact,"generic, ambiguous (also = onion)"
k38,стрела,5,artefact,generic
k38,нарта,2,artefact,Tundra/Boreal — sledge
k38,азии,1,continent,?
k38,карелия,1,region,Boreal
k38,сибирь,1,region,Tundra/Boreal
k38,алтай,1,mountain,Mountain/Steppe
k38,нарты,1,artefact,Tundra/Boreal — sledge pl
k38a,северного,1,direction,Northern
k38b,лук,1,artefact,"generic, ambiguous (also = onion)"
k38b,сибирь,1,region,Tundra/Boreal
k38b,стрела,1,artefact,generic
k38b,маниока,1,artefact,Trop. Moist — manioc
k38b2,лук,1,artefact,"generic, ambiguous (also = onion)"
k38b3,лук,1,artefact,"generic, ambiguous (also = onion)"
k38b3,стрела,1,artefact,generic
k38b3,карелия,1,region,Boreal
k38b3,нарты,1,artefact,Tundra/Boreal — sledge pl
k38c,нарта,2,artefact,Tundra/Boreal — sledge
k38c,азии,1,continent,?
k38c,нарты,1,artefact,Tundra/Boreal — sledge pl
k38d,нил,1,river,Desert/Trop. Savanna
k38d,стрела,3,artefact,generic
k38d,лук,4,artefact,"generic, ambiguous (also = onion)"
k38d,сахара,1,region,Desert
k38e,гималаев,1,mountain,Mountain
k38e,стрела,1,artefact,generic
k38e,пироги,1,artefact,Trop.
k38e,южный,1,direction,Southern
k38e1,южный,1,direction,Southern
k38e2,стрела,1,artefact,generic
k38f,лук,4,artefact,"generic, ambiguous (also = onion)"
k38f,гарпун,1,artefact,Arctic/coastal — harpoon
k38f,стрела,4,artefact,generic
k38f,карелия,1,region,Boreal
k38f,сахара,1,region,Desert
k38f1,лук,1,artefact,"generic, ambiguous (also = onion)"
k38f1,стрела,1,artefact,generic
k38f1,северный,1,direction,Northern
k38f2,сахара,1,region,Desert
k39,северного,1,direction,Northern
k39,лук,4,artefact,"generic, ambiguous (also = onion)"
k39,стрела,2,artefact,generic
k4,стрела,1,artefact,generic
k4,лук,2,artefact,"generic, ambiguous (also = onion)"
k4,аляски,1,region,Tundra/Boreal
k40,стрела,1,artefact,generic
k40,лук,1,artefact,"generic, ambiguous (also = onion)"
k40,алтай,1,mountain,Mountain/Steppe
k40,амура,1,river,Boreal
k41,стрела,1,artefact,generic
k41,гарпуна,1,artefact,Arctic/coastal
k41,гарпун,1,artefact,Arctic/coastal — harpoon
k41,северная,1,direction,Northern
k41,лук,1,artefact,"generic, ambiguous (also = onion)"
k42,стрела,1,artefact,generic
k42,лук,1,artefact,"generic, ambiguous (also = onion)"
k43a,аляски,1,region,Tundra/Boreal
k43b,гарпуном,1,artefact,Arctic/coastal
